date,ticker,iv,hv,source
2026-01-09,CSCO,0.22132239,0.1743021,ibkr
2026-01-12,CSCO,0.26489791,0.17674677,ibkr
2026-01-13,CSCO,0.27747052,0.17717538,ibkr
2026-01-14,CSCO,0.29537697,0.18019154,ibkr
2026-01-15,CSCO,0.2984725,0.1832077,ibkr
2026-01-16,CSCO,0.29134484,0.17995342,ibkr
2026-01-20,CSCO,0.30693361,0.18443003,ibkr
2026-01-21,CSCO,0.30864806,0.18827166,ibkr
2026-01-22,CSCO,0.28997964,0.18804942,ibkr
2026-01-23,CSCO,0.29725016,0.18908126,ibkr
2026-01-26,CSCO,0.3071876,0.20197136,ibkr
2026-01-27,CSCO,0.30809245,0.20233648,ibkr
2026-01-28,CSCO,0.3240622,0.20208249,ibkr
2026-01-29,CSCO,0.33447588,0.20440016,ibkr
2026-01-30,CSCO,0.33185659,0.20444779,ibkr
2026-02-02,CSCO,0.33553947,0.2081783,ibkr
2026-02-03,CSCO,0.35284269,0.20709883,ibkr
2026-02-04,CSCO,0.33806352,0.20765444,ibkr
2026-02-05,CSCO,0.34733423,0.2121628,ibkr
2026-02-06,CSCO,0.32996752,0.22008418,ibkr
2026-02-09,CSCO,0.32590365,0.2266721,ibkr
2026-02-10,CSCO,0.34484193,0.23122808,ibkr
2026-02-11,CSCO,0.34785809,0.23516496,ibkr
2026-02-12,CSCO,0.26551702,0.338762,ibkr
2026-02-13,CSCO,0.25330952,0.3499059,ibkr
2026-02-17,CSCO,0.24943614,0.34923917,ibkr
2026-02-18,CSCO,0.23627618,0.34950904,ibkr
2026-02-19,CSCO,0.24016543,0.35012815,ibkr
2026-02-20,CSCO,0.21983018,0.34962016,ibkr
2026-02-23,CSCO,0.24773757,0.35406502,ibkr
2026-02-24,CSCO,0.25080135,0.3539539,ibkr
2026-02-25,CSCO,0.2347681,0.35231883,ibkr
2026-02-26,CSCO,0.24157826,0.35331892,ibkr
2026-02-27,CSCO,0.24297522,0.35496987,ibkr
2026-03-02,CSCO,0.25524621,0.35604934,ibkr
2026-03-03,CSCO,0.2652789,0.35903374,ibkr
2026-03-04,CSCO,0.25994507,0.35985922,ibkr
2026-03-05,CSCO,0.27316853,0.36262138,ibkr
2026-03-06,CSCO,0.2789151,0.36679638,ibkr
2026-03-09,CSCO,0.28578877,0.37362242,ibkr
2026-03-10,CSCO,0.27308916,0.36860607,ibkr
2026-03-11,CSCO,0.27527984,0.36854257,ibkr
2026-03-12,CSCO,0.28494742,0.3708285,ibkr
2026-03-13,CSCO,0.29172583,0.36973316,ibkr
2026-03-16,CSCO,0.27393051,0.37000303,ibkr
2026-03-17,CSCO,0.25565895,0.36687575,ibkr
2026-03-18,CSCO,0.27529572,0.36817746,ibkr
2026-03-19,CSCO,0.26986663,0.36700275,ibkr
2026-03-20,CSCO,0.28670949,0.3677171,ibkr
2026-03-23,CSCO,0.27764514,0.36533592,ibkr
2026-03-24,CSCO,0.2772959,0.36430408,ibkr
2026-03-25,CSCO,0.28270911,0.36365323,ibkr
2026-03-26,CSCO,0.28813819,0.36209752,ibkr
2026-03-27,CSCO,0.32236363,0.27234306,ibkr
2026-03-30,CSCO,0.32785621,0.26754896,ibkr
2026-03-31,CSCO,0.31044188,0.27237481,ibkr
2026-04-01,CSCO,0.28594751,0.27164458,ibkr
2026-04-02,CSCO,0.27874048,0.2766768,ibkr
2026-04-06,CSCO,0.28005807,0.27650218,ibkr
2026-04-07,CSCO,0.29058287,0.27189857,ibkr
2026-04-08,CSCO,0.26692985,0.28012157,ibkr
2026-04-09,CSCO,0.27932784,0.28569352,ibkr
2026-04-10,CSCO,0.29110673,0.29109085,ibkr
2026-04-13,CSCO,0.32161753,0.28780483,ibkr
2026-04-14,CSCO,0.33166609,0.28482042,ibkr
2026-04-15,CSCO,0.34133367,0.28188364,ibkr
2026-04-16,CSCO,0.34765172,0.27951833,ibkr
2026-04-17,CSCO,0.33093587,0.2758037,ibkr
2026-04-20,CSCO,0.34252426,0.27316853,ibkr
2026-04-21,CSCO,0.36568516,0.26583451,ibkr
2026-04-22,CSCO,0.37401928,0.26004031,ibkr
2026-04-23,CSCO,0.36705037,0.26081816,ibkr
2026-04-24,CSCO,0.35693831,0.26246911,ibkr
2026-04-27,CSCO,0.36698687,0.26283423,ibkr
2026-04-28,CSCO,0.3622404,0.26664411,ibkr
2026-04-29,CSCO,0.37127299,0.26896179,ibkr
2026-04-30,CSCO,0.3627325,0.26826331,ibkr
2026-05-01,CSCO,0.35700181,0.26718384,ibkr
2026-05-04,CSCO,0.37706719,0.26367558,ibkr
2026-05-05,CSCO,0.37774979,0.26367558,ibkr
2026-05-06,CSCO,0.37851177,0.26900941,ibkr
2026-05-07,CSCO,0.37990872,0.26721559,ibkr
2026-05-08,CSCO,0.41376905,0.27358127,ibkr
2026-05-11,CSCO,0.47075853,0.27520047,ibkr
2026-05-12,CSCO,0.46180531,0.2694539,ibkr
2026-05-13,CSCO,0.48850623,0.26510428,ibkr
2026-05-14,CSCO,0.38705225,0.4990469,ibkr
2026-05-15,CSCO,0.35985922,0.49995175,ibkr
2026-05-18,CSCO,0.37990872,0.50303141,ibkr
2026-05-19,CSCO,0.33231695,0.50719053,ibkr
2026-05-20,CSCO,0.33065012,0.50431724,ibkr
2026-05-21,CSCO,0.33241219,0.50430137,ibkr
2026-05-22,CSCO,0.34179403,0.50176144,ibkr
2026-05-26,CSCO,0.35863688,0.50385688,ibkr
2026-05-27,CSCO,0.36035133,0.50614281,ibkr
2026-05-28,CSCO,0.34201627,0.50601581,ibkr
2026-05-29,CSCO,0.35749392,0.50936533,ibkr
2026-06-01,CSCO,0.39005253,0.51104803,ibkr
2026-06-02,CSCO,0.40816535,0.51182588,ibkr
2026-06-03,CSCO,0.37625759,0.51622312,ibkr
2026-06-04,CSCO,0.36476444,0.52250943,ibkr
2026-06-05,CSCO,0.36031958,0.52568433,ibkr
2026-06-08,CSCO,0.37863876,0.52947834,ibkr
2026-06-09,CSCO,0.37403515,0.54043175,ibkr
2026-06-10,CSCO,0.3717651,0.53938403,ibkr
2026-06-11,CSCO,0.3677171,0.54408288,ibkr
2026-06-12,CSCO,0.35541436,0.5433844,ibkr
2026-06-15,CSCO,0.35268394,0.54433687,ibkr
2026-06-16,CSCO,0.35331892,,ibkr
2026-06-08,CSCO,0.4101,0.5175,yf
2026-06-10,CSCO,0.3471,0.5289,yf
2026-06-12,CSCO,0.3882,0.5271,yf
2026-06-13,CSCO,0.3935,0.5271,yf
2026-06-14,CSCO,0.4207,0.5271,yf
2026-06-15,CSCO,0.3792,0.5287,yf
2025-06-17,CSX,0.24284822,0.23064072,ibkr
2025-06-18,CSX,0.25291266,0.23070422,ibkr
2025-06-20,CSX,0.24976951,0.23203768,ibkr
2025-06-23,CSX,0.25672254,0.22678322,ibkr
2025-06-24,CSX,0.25542083,0.22489415,ibkr
2025-06-25,CSX,0.24413406,0.18346169,ibkr
2025-06-26,CSX,0.24802331,0.18276321,ibkr
2025-06-27,CSX,0.23702228,0.18008042,ibkr
2025-06-30,CSX,0.24238786,0.17795323,ibkr
2025-07-01,CSX,0.24383244,0.18704933,ibkr
2025-07-02,CSX,0.2395622,0.18647784,ibkr
2025-07-03,CSX,0.24140364,0.185319,ibkr
2025-07-07,CSX,0.25296028,0.18560475,ibkr
2025-07-08,CSX,0.24845192,0.18555712,ibkr
2025-07-09,CSX,0.27716891,0.17825485,ibkr
2025-07-10,CSX,0.24318159,0.17798498,ibkr
2025-07-11,CSX,0.28834456,0.1903036,ibkr
2025-07-14,CSX,0.2791691,0.19082746,ibkr
2025-07-15,CSX,0.28526491,0.18952575,ibkr
2025-07-16,CSX,0.28858268,0.18770018,ibkr
2025-07-17,CSX,0.2653424,0.21243266,ibkr
2025-07-18,CSX,0.24395944,0.23119633,ibkr
2025-07-21,CSX,0.26818394,0.23337114,ibkr
2025-07-22,CSX,0.26310409,0.23668891,ibkr
2025-07-23,CSX,0.26821568,0.2362603,ibkr
2025-07-24,CSX,0.21978256,0.25689716,ibkr
2025-07-25,CSX,0.27915322,0.26251674,ibkr
2025-07-28,CSX,0.28658249,0.26388194,ibkr
2025-07-29,CSX,0.23010099,0.27329553,ibkr
2025-07-30,CSX,0.23921296,0.27370826,ibkr
2025-07-31,CSX,0.24137189,0.27877223,ibkr
2025-08-01,CSX,0.28039143,0.28048668,ibkr
2025-08-04,CSX,0.23895897,0.27942309,ibkr
2025-08-05,CSX,0.25175382,0.27796263,ibkr
2025-08-06,CSX,0.24408643,0.27866111,ibkr
2025-08-07,CSX,0.23648254,0.28029619,ibkr
2025-08-08,CSX,0.23356163,0.28104229,ibkr
2025-08-11,CSX,0.2241163,0.28253449,ibkr
2025-08-12,CSX,0.22270347,0.29039237,ibkr
2025-08-13,CSX,0.2210684,0.28497917,ibkr
2025-08-14,CSX,0.2232432,0.28729684,ibkr
2025-08-15,CSX,0.21360738,0.28805882,ibkr
2025-08-18,CSX,0.22146526,0.28851918,ibkr
2025-08-19,CSX,0.21040073,0.29383714,ibkr
2025-08-20,CSX,0.21795699,0.29551984,ibkr
2025-08-21,CSX,0.21565519,0.29336091,ibkr
2025-08-22,CSX,0.20646385,0.34569916,ibkr
2025-08-25,CSX,0.24200687,0.3651613,ibkr
2025-08-26,CSX,0.23054548,0.36841558,ibkr
2025-08-27,CSX,0.24578501,0.36822508,ibkr
2025-08-28,CSX,0.23108521,0.35612871,ibkr
2025-08-29,CSX,0.23192656,0.34482606,ibkr
2025-09-02,CSX,0.24437217,0.3451118,ibkr
2025-09-03,CSX,0.23732389,0.34242901,ibkr
2025-09-04,CSX,0.2346411,0.34352435,ibkr
2025-09-05,CSX,0.233768,0.32304624,ibkr
2025-09-08,CSX,0.23600631,0.3194586,ibkr
2025-09-09,CSX,0.23465698,0.31788702,ibkr
2025-09-10,CSX,0.23954632,0.31058475,ibkr
2025-09-11,CSX,0.23559357,0.3114261,ibkr
2025-09-12,CSX,0.23732389,0.30710823,ibkr
2025-09-15,CSX,0.24449917,0.30615576,ibkr
2025-09-16,CSX,0.24619774,0.30571127,ibkr
2025-09-17,CSX,0.25118234,0.30717173,ibkr
2025-09-18,CSX,0.26094516,0.3114261,ibkr
2025-09-19,CSX,0.26807281,0.310553,ibkr
2025-09-22,CSX,0.2596117,0.31106098,ibkr
2025-09-23,CSX,0.26937452,0.31253731,ibkr
2025-09-24,CSX,0.26004031,0.30931479,ibkr
2025-09-25,CSX,0.26518365,0.3098069,ibkr
2025-09-26,CSX,0.26250086,0.30833057,ibkr
2025-09-29,CSX,0.26786645,0.31960147,ibkr
2025-09-30,CSX,0.26756483,0.31882362,ibkr
2025-10-01,CSX,0.27967708,0.31829976,ibkr
2025-10-02,CSX,0.27245418,0.31723617,ibkr
2025-10-03,CSX,0.25667492,0.31752191,ibkr
2025-10-06,CSX,0.26080229,0.25048386,ibkr
2025-10-07,CSX,0.25742102,0.22221136,ibkr
2025-10-08,CSX,0.25586532,0.21687753,ibkr
2025-10-09,CSX,0.24583263,0.21894121,ibkr
2025-10-10,CSX,0.27635931,0.2184491,ibkr
2025-10-13,CSX,0.2686443,0.21748076,ibkr
2025-10-14,CSX,0.26307234,0.21862372,ibkr
2025-10-15,CSX,0.27300979,0.21898884,ibkr
2025-10-16,CSX,0.34981066,0.22043342,ibkr
2025-10-17,CSX,0.22968825,0.23199006,ibkr
2025-10-20,CSX,0.21646479,0.23091059,ibkr
2025-10-21,CSX,0.21859197,0.2321488,ibkr
2025-10-22,CSX,0.22514815,0.2332124,ibkr
2025-10-23,CSX,0.21449635,0.23170432,ibkr
2025-10-24,CSX,0.21081346,0.2322123,ibkr
2025-10-27,CSX,0.20890852,0.23292665,ibkr
2025-10-28,CSX,0.21030548,0.23387912,ibkr
2025-10-29,CSX,0.22846592,0.23432361,ibkr
2025-10-30,CSX,0.21433761,0.23057723,ibkr
2025-10-31,CSX,0.21149607,0.23175194,ibkr
2025-11-03,CSX,0.2168299,0.23116458,ibkr
2025-11-04,CSX,0.2208144,0.22964063,ibkr
2025-11-05,CSX,0.21487734,0.22689434,ibkr
2025-11-06,CSX,0.21781412,0.22513227,ibkr
2025-11-07,CSX,0.21736964,0.22438617,ibkr
2025-11-10,CSX,0.21189293,0.21074997,ibkr
2025-11-11,CSX,0.21071822,0.21017848,ibkr
2025-11-12,CSX,0.20603524,0.20162212,ibkr
2025-11-13,CSX,0.21989368,0.20271747,ibkr
2025-11-14,CSX,0.2145916,0.20281271,ibkr
2025-11-17,CSX,0.23338701,0.20424142,ibkr
2025-11-18,CSX,0.2314027,0.20268572,ibkr
2025-11-19,CSX,0.22456079,0.20189199,ibkr
2025-11-20,CSX,0.23172019,0.20446366,ibkr
2025-11-21,CSX,0.21802049,0.20286034,ibkr
2025-11-24,CSX,0.21317877,0.2031937,ibkr
2025-11-25,CSX,0.20816242,0.20084427,ibkr
2025-11-26,CSX,0.19622479,0.20266984,ibkr
2025-11-28,CSX,0.1975265,0.19952669,ibkr
2025-12-01,CSX,0.20305083,0.18592224,ibkr
2025-12-02,CSX,0.18866853,0.18798592,ibkr
2025-12-03,CSX,0.18944638,0.18814467,ibkr
2025-12-04,CSX,0.19241491,0.18509676,ibkr
2025-12-05,CSX,0.18182661,0.18500151,ibkr
2025-12-08,CSX,0.19392299,0.18517613,ibkr
2025-12-09,CSX,0.19766937,0.18212823,ibkr
2025-12-10,CSX,0.20127289,0.18292195,ibkr
2025-12-11,CSX,0.19295464,0.18066777,ibkr
2025-12-12,CSX,0.20424142,0.17801673,ibkr
2025-12-15,CSX,0.21684578,0.17739763,ibkr
2025-12-16,CSX,0.2145916,0.17598479,ibkr
2025-12-17,CSX,0.2054955,0.17347662,ibkr
2025-12-18,CSX,0.21489321,0.17060334,ibkr
2025-12-19,CSX,0.20700358,0.17065096,ibkr
2025-12-22,CSX,0.23125983,0.17246065,ibkr
2025-12-23,CSX,0.22987875,0.16780942,ibkr
2025-12-24,CSX,0.24326096,0.1670157,ibkr
2025-12-26,CSX,0.24151476,0.16585686,ibkr
2025-12-29,CSX,0.25299203,0.16288833,ibkr
2025-12-30,CSX,0.26831093,0.16369793,ibkr
2025-12-31,CSX,0.26065942,0.16117388,ibkr
2026-01-02,CSX,0.26145314,0.16077702,ibkr
2026-01-05,CSX,0.26672348,0.16493614,ibkr
2026-01-06,CSX,0.25408737,0.15837996,ibkr
2026-01-07,CSX,0.28805882,0.1645234,ibkr
2026-01-08,CSX,0.27099372,0.16728556,ibkr
2026-01-09,CSX,0.27080323,0.16641247,ibkr
2026-01-12,CSX,0.27604182,0.16547587,ibkr
2026-01-13,CSX,0.2629136,0.16555524,ibkr
2026-01-14,CSX,0.25435724,0.16599973,ibkr
2026-01-15,CSX,0.25759564,0.16226922,ibkr
2026-01-16,CSX,0.25784963,0.16091989,ibkr
2026-01-20,CSX,0.27204144,0.17079383,ibkr
2026-01-21,CSX,0.25769089,0.18006454,ibkr
2026-01-22,CSX,0.2839632,0.18446178,ibkr
2026-01-23,CSX,0.22644985,0.2119723,ibkr
2026-01-26,CSX,0.22010005,0.21381375,ibkr
2026-01-27,CSX,0.21663941,0.21638542,ibkr
2026-01-28,CSX,0.21665528,0.21592506,ibkr
2026-01-29,CSX,0.21478209,0.21532182,ibkr
2026-01-30,CSX,0.21471859,0.2168934,ibkr
2026-02-02,CSX,0.2089879,0.22059216,ibkr
2026-02-03,CSX,0.22389406,0.22552913,ibkr
2026-02-04,CSX,0.22857704,0.22675147,ibkr
2026-02-05,CSX,0.23827636,0.22641811,ibkr
2026-02-06,CSX,0.22594187,0.23062485,ibkr
2026-02-09,CSX,0.22192562,0.23581581,ibkr
2026-02-10,CSX,0.23167257,0.24002256,ibkr
2026-02-11,CSX,0.23183131,0.2411179,ibkr
2026-02-12,CSX,0.24707084,0.24475316,ibkr
2026-02-13,CSX,0.25516684,0.25122996,ibkr
2026-02-17,CSX,0.25851636,0.25113471,ibkr
2026-02-18,CSX,0.24894403,0.24849955,ibkr
2026-02-19,CSX,0.24281647,0.24929327,ibkr
2026-02-20,CSX,0.24748358,0.24519765,ibkr
2026-02-23,CSX,0.26443755,0.24637236,ibkr
2026-02-24,CSX,0.2611674,0.24664223,ibkr
2026-02-25,CSX,0.25599231,0.24622949,ibkr
2026-02-26,CSX,0.25588119,0.24681685,ibkr
2026-02-27,CSX,0.25178557,0.24756295,ibkr
2026-03-02,CSX,0.25348414,0.25124584,ibkr
2026-03-03,CSX,0.26458042,0.25454773,ibkr
2026-03-04,CSX,0.25921484,0.2482138,ibkr
2026-03-05,CSX,0.27818488,0.25021399,ibkr
2026-03-06,CSX,0.28056605,0.25242055,ibkr
2026-03-09,CSX,0.28482042,0.23975269,ibkr
2026-03-10,CSX,0.27127946,0.24041942,ibkr
2026-03-11,CSX,0.28331234,0.2386891,ibkr
2026-03-12,CSX,0.28612213,0.24643586,ibkr
2026-03-13,CSX,0.29669455,0.2467216,ibkr
2026-03-16,CSX,0.2920592,0.24661048,ibkr
2026-03-17,CSX,0.28218525,0.24545164,ibkr
2026-03-18,CSX,0.28888429,0.24376894,ibkr
2026-03-19,CSX,0.32699899,0.24692797,ibkr
2026-03-20,CSX,0.3056954,0.24780107,ibkr
2026-03-23,CSX,0.32069681,0.25016637,ibkr
2026-03-24,CSX,0.31490261,0.24873766,ibkr
2026-03-25,CSX,0.31439463,0.24773757,ibkr
2026-03-26,CSX,0.33650782,0.24802331,ibkr
2026-03-27,CSX,0.34141304,0.24511828,ibkr
2026-03-30,CSX,0.34366722,0.24389594,ibkr
2026-03-31,CSX,0.32687199,0.24754708,ibkr
2026-04-01,CSX,0.31472799,0.24965839,ibkr
2026-04-02,CSX,0.31328341,0.26080229,ibkr
2026-04-06,CSX,0.32225251,0.26004031,ibkr
2026-04-07,CSX,0.32042694,0.25829412,ibkr
2026-04-08,CSX,0.29248781,0.2596117,ibkr
2026-04-09,CSX,0.28150265,0.2611674,ibkr
2026-04-10,CSX,0.28012157,0.26162776,ibkr
2026-04-13,CSX,0.28282023,0.2589291,ibkr
2026-04-14,CSX,0.26921578,0.25678604,ibkr
2026-04-15,CSX,0.27642281,0.25438899,ibkr
2026-04-16,CSX,0.28688411,0.25454773,ibkr
2026-04-17,CSX,0.27096197,0.25015049,ibkr
2026-04-20,CSX,0.2919322,0.24534052,ibkr
2026-04-21,CSX,0.2990916,0.23606981,ibkr
2026-04-22,CSX,0.29979008,0.23502209,ibkr
2026-04-23,CSX,0.262104,0.28631262,ibkr
2026-04-24,CSX,0.25175382,0.28264561,ibkr
2026-04-27,CSX,0.23883197,0.28218525,ibkr
2026-04-28,CSX,0.23305365,0.28213763,ibkr
2026-04-29,CSX,0.22617999,0.28101054,ibkr
2026-04-30,CSX,0.2330854,0.27931197,ibkr
2026-05-01,CSX,0.22246535,0.27550208,ibkr
2026-05-04,CSX,0.24749945,0.27647043,ibkr
2026-05-05,CSX,0.24870591,0.27224781,ibkr
2026-05-06,CSX,0.23735564,0.27005713,ibkr
2026-05-07,CSX,0.225799,0.26973964,ibkr
2026-05-08,CSX,0.2291009,0.26899354,ibkr
2026-05-11,CSX,0.23940345,0.26740609,ibkr
2026-05-12,CSX,0.23452998,0.2637867,ibkr
2026-05-13,CSX,0.24208624,0.26194525,ibkr
2026-05-14,CSX,0.23975269,0.26377082,ibkr
2026-05-15,CSX,0.24996,0.25224593,ibkr
2026-05-18,CSX,0.2564368,0.25130933,ibkr
2026-05-19,CSX,0.25427787,0.25172207,ibkr
2026-05-20,CSX,0.24884879,0.2515157,ibkr
2026-05-21,CSX,0.24151476,0.24969013,ibkr
2026-05-22,CSX,0.23900659,0.24907103,ibkr
2026-05-26,CSX,0.25446836,0.249833,ibkr
2026-05-27,CSX,0.25146808,0.24807093,ibkr
2026-05-28,CSX,0.25808775,0.25410325,ibkr
2026-05-29,CSX,0.25780201,0.25710353,ibkr
2026-06-01,CSX,0.28415369,0.25602406,ibkr
2026-06-02,CSX,0.26840618,0.25623043,ibkr
2026-06-03,CSX,0.27934371,0.258183,ibkr
2026-06-04,CSX,0.28018506,0.26334221,ibkr
2026-06-05,CSX,0.28242337,0.20779731,ibkr
2026-06-08,CSX,0.27410513,0.20376518,ibkr
2026-06-09,CSX,0.29872649,0.20463828,ibkr
2026-06-10,CSX,0.27670855,0.20533676,ibkr
2026-06-11,CSX,0.26529478,0.20752744,ibkr
2026-06-12,CSX,0.24289584,0.20835292,ibkr
2026-06-15,CSX,0.24507065,0.21124208,ibkr
2026-06-16,CSX,0.25402387,,ibkr
2025-06-17,CTAS,0.27189857,0.17055571,ibkr
2025-06-18,CTAS,0.27372414,0.16880952,ibkr
2025-06-20,CTAS,0.28675711,0.16980961,ibkr
2025-06-23,CTAS,0.28723335,0.16904763,ibkr
2025-06-24,CTAS,0.27439087,0.17230191,ibkr
2025-06-25,CTAS,0.27983582,0.16228509,ibkr
2025-06-26,CTAS,0.28547127,0.16225334,ibkr
2025-06-27,CTAS,0.28831281,0.16312644,ibkr
2025-06-30,CTAS,0.28867793,0.16292007,ibkr
2025-07-01,CTAS,0.29167821,0.1627772,ibkr
2025-07-02,CTAS,0.28905891,0.17046047,ibkr
2025-07-03,CTAS,0.27459724,0.1638408,ibkr
2025-07-07,CTAS,0.26313584,0.16363443,ibkr
2025-07-08,CTAS,0.30393333,0.16339631,ibkr
2025-07-09,CTAS,0.27783564,0.16025316,ibkr
2025-07-10,CTAS,0.28621738,0.15844346,ibkr
2025-07-11,CTAS,0.28847156,0.15830059,ibkr
2025-07-14,CTAS,0.30458418,0.15833234,ibkr
2025-07-15,CTAS,0.2959167,0.15644328,ibkr
2025-07-16,CTAS,0.30106004,0.15542731,ibkr
2025-07-17,CTAS,0.18266796,0.17927082,ibkr
2025-07-18,CTAS,0.17719126,0.18412842,ibkr
2025-07-21,CTAS,0.18054078,0.18519201,ibkr
2025-07-22,CTAS,0.16703157,0.1861921,ibkr
2025-07-23,CTAS,0.17704839,0.18433479,ibkr
2025-07-24,CTAS,0.17011123,0.18663659,ibkr
2025-07-25,CTAS,0.16912701,0.18574762,ibkr
2025-07-28,CTAS,0.18446178,0.18654134,ibkr
2025-07-29,CTAS,0.17657215,0.18536663,ibkr
2025-07-30,CTAS,0.17792148,0.18443003,ibkr
2025-07-31,CTAS,0.18089002,0.18752556,ibkr
2025-08-01,CTAS,0.19622479,0.18890664,ibkr
2025-08-04,CTAS,0.18428716,0.18836691,ibkr
2025-08-05,CTAS,0.17885808,0.18730332,ibkr
2025-08-06,CTAS,0.17058746,0.18569999,ibkr
2025-08-07,CTAS,0.17858821,0.18493802,ibkr
2025-08-08,CTAS,0.16550762,0.18455703,ibkr
2025-08-11,CTAS,0.20565425,0.18403317,ibkr
2025-08-12,CTAS,0.19027185,0.18387442,ibkr
2025-08-13,CTAS,0.17150818,0.18287433,ibkr
2025-08-14,CTAS,0.20297146,0.17622291,ibkr
2025-08-15,CTAS,0.17090495,0.17611179,ibkr
2025-08-18,CTAS,0.19306576,0.17434972,ibkr
2025-08-19,CTAS,0.17463546,0.17382586,ibkr
2025-08-20,CTAS,0.17258765,0.17623879,ibkr
2025-08-21,CTAS,0.18425541,0.1757308,ibkr
2025-08-22,CTAS,0.1838903,0.17850884,ibkr
2025-08-25,CTAS,0.23516496,0.1805249,ibkr
2025-08-26,CTAS,0.22529102,0.18049315,ibkr
2025-08-27,CTAS,0.23257741,0.18028679,ibkr
2025-08-28,CTAS,0.24483253,0.16347568,ibkr
2025-08-29,CTAS,0.24721371,0.15877683,ibkr
2025-09-02,CTAS,0.27329553,0.16333281,ibkr
2025-09-03,CTAS,0.26056417,0.16118975,ibkr
2025-09-04,CTAS,0.27701016,0.16006266,ibkr
2025-09-05,CTAS,0.27537509,0.15964993,ibkr
2025-09-08,CTAS,0.27247005,0.16160249,ibkr
2025-09-09,CTAS,0.26594563,0.16261846,ibkr
2025-09-10,CTAS,0.28126453,0.16393604,ibkr
2025-09-11,CTAS,0.27529572,0.16463452,ibkr
2025-09-12,CTAS,0.27756577,0.16238034,ibkr
2025-09-15,CTAS,0.28282023,0.16152312,ibkr
2025-09-16,CTAS,0.28361396,0.16074527,ibkr
2025-09-17,CTAS,0.29113847,0.16295182,ibkr
2025-09-18,CTAS,0.28853505,0.16168186,ibkr
2025-09-19,CTAS,0.27548621,0.16071352,ibkr
2025-09-22,CTAS,0.30113941,0.16225334,ibkr
2025-09-23,CTAS,0.30809245,0.16353918,ibkr
2025-09-24,CTAS,0.21071822,0.19635179,ibkr
2025-09-25,CTAS,0.2032572,0.19944732,ibkr
2025-09-26,CTAS,0.18924001,0.19987593,ibkr
2025-09-29,CTAS,0.19930445,0.19998705,ibkr
2025-09-30,CTAS,0.20081252,0.20338419,ibkr
2025-10-01,CTAS,0.20535263,0.2040668,ibkr
2025-10-02,CTAS,0.20690834,0.20295558,ibkr
2025-10-03,CTAS,0.20289209,0.20239998,ibkr
2025-10-06,CTAS,0.21254379,0.20198724,ibkr
2025-10-07,CTAS,0.22375119,0.20054266,ibkr
2025-10-08,CTAS,0.22160813,0.20052678,ibkr
2025-10-09,CTAS,0.20965463,0.20517801,ibkr
2025-10-10,CTAS,0.23113283,0.20278096,ibkr
2025-10-13,CTAS,0.20427317,0.20335245,ibkr
2025-10-14,CTAS,0.23151382,0.20281271,ibkr
2025-10-15,CTAS,0.21781412,0.20317783,ibkr
2025-10-16,CTAS,0.24176875,0.20428904,ibkr
2025-10-17,CTAS,0.20606699,0.20462241,ibkr
2025-10-20,CTAS,0.21646479,0.20747982,ibkr
2025-10-21,CTAS,0.20746394,0.21121033,ibkr
2025-10-22,CTAS,0.22160813,0.209734,ibkr
2025-10-23,CTAS,0.21905233,0.21063884,ibkr
2025-10-24,CTAS,0.21792524,0.20943238,ibkr
2025-10-27,CTAS,0.22637048,0.20943238,ibkr
2025-10-28,CTAS,0.23014862,0.21081346,ibkr
2025-10-29,CTAS,0.2426101,0.21822686,ibkr
2025-10-30,CTAS,0.23678416,0.2209414,ibkr
2025-10-31,CTAS,0.23864148,0.22097315,ibkr
2025-11-03,CTAS,0.23506971,0.22108427,ibkr
2025-11-04,CTAS,0.24683272,0.22408455,ibkr
2025-11-05,CTAS,0.23954632,0.19797099,ibkr
2025-11-06,CTAS,0.23986381,0.19606605,ibkr
2025-11-07,CTAS,0.23838748,0.19632004,ibkr
2025-11-10,CTAS,0.23814937,0.19784399,ibkr
2025-11-11,CTAS,0.23548245,0.19573268,ibkr
2025-11-12,CTAS,0.24164176,0.19474846,ibkr
2025-11-13,CTAS,0.25003937,0.19812973,ibkr
2025-11-14,CTAS,0.25262692,0.19946319,ibkr
2025-11-17,CTAS,0.28812232,0.19982831,ibkr
2025-11-18,CTAS,0.30461593,0.20084427,ibkr
2025-11-19,CTAS,0.32085555,0.20392393,ibkr
2025-11-20,CTAS,0.33326942,0.20003467,ibkr
2025-11-21,CTAS,0.30153628,0.19820911,ibkr
2025-11-24,CTAS,0.34217502,0.20024104,ibkr
2025-11-25,CTAS,0.31264843,0.19698677,ibkr
2025-11-26,CTAS,0.30477468,0.19730426,ibkr
2025-11-28,CTAS,0.26346921,0.19627242,ibkr
2025-12-01,CTAS,0.29240843,0.19411348,ibkr
2025-12-02,CTAS,0.29218619,0.18970037,ibkr
2025-12-03,CTAS,0.28894779,0.18403317,ibkr
2025-12-04,CTAS,0.28967802,0.185446,ibkr
2025-12-05,CTAS,0.28407432,0.18374743,ibkr
2025-12-08,CTAS,0.29404351,0.18412842,ibkr
2025-12-09,CTAS,0.29288467,0.18293783,ibkr
2025-12-10,CTAS,0.2919322,0.18211235,ibkr
2025-12-11,CTAS,0.29120197,0.17141294,ibkr
2025-12-12,CTAS,0.29540872,0.16965087,ibkr
2025-12-15,CTAS,0.2934879,0.17422272,ibkr
